Type,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,State,PetID,PhotoAmt,AdoptionSpeed,NotAdopted,mixed_breed,multi_color,FeeAsked,photo,desc_length,desc_word_count
cat,6,female,Black,2,1,1,1,1,1,1,Kuala Lumpur,fa45ffcb8,1.0,3,0,1,1,0,1,19,3
cat,2,mixed,Black,1,2,2,2,2,1,3,Selangor,f77be41c3,6.0,2,0,1,1,0,1,220,39
dog,7,female,Brown,2,1,1,1,1,1,1,Selangor,39bf24ec8,5.0,3,0,1,1,1,1,124,21
dog,48,female,Cream,1,1,3,3,3,1,1,Selangor,dc996a1a4,4.0,1,0,0,0,0,1,265,54
cat,2,mixed,Black,2,2,2,1,2,1,3,Perak,3c3615b2d,10.0,1,0,1,1,0,1,292,49
dog,1,male,Black,2,1,2,2,2,1,1,Selangor,d433a5827,1.0,2,0,1,1,0,1,219,40
cat,8,male,Black,2,1,2,2,2,1,1,Johor,fa39dd076,2.0,3,0,1,1,0,1,354,70
dog,2,mixed,Brown,2,1,1,1,2,1,4,Kuala Lumpur,5ced5d057,1.0,3,0,1,0,0,1,620,115
cat,36,male,Black,2,1,1,1,1,1,1,Kuala Lumpur,71655dcec,6.0,4,1,1,1,0,1,2151,420
cat,8,male,Cream,2,1,1,1,1,1,1,Selangor,2ae2246a7,2.0,2,0,1,0,0,1,233,49
dog,2,male,Black,2,2,1,1,2,1,1,Selangor,a22499988,5.0,2,0,1,0,0,1,91,18
cat,16,male,Black,3,2,1,1,1,1,1,Kuala Lumpur,956548cd3,1.0,4,1,0,0,0,1,314,71
cat,1,female,Brown,1,1,2,1,2,1,6,Selangor,be4275440,1.0,1,0,1,0,0,1,99,20
dog,24,mixed,Brown,2,1,3,1,3,1,2,Kuala Lumpur,edc5c168a,2.0,4,1,1,1,0,1,161,31
dog,48,male,Golden,1,2,1,1,2,1,1,Kuala Lumpur,20845a37b,1.0,4,1,0,0,0,1,92,19
dog,3,female,Brown,2,2,1,1,2,1,1,Selangor,8573077f3,2.0,1,0,1,0,0,1,39,7
dog,25,male,Black,2,1,1,1,1,1,1,Kuala Lumpur,5ca7a1543,1.0,1,0,0,1,0,1,318,61
cat,1,mixed,Black,1,1,2,2,2,1,3,Kuala Lumpur,d3968a6b0,4.0,1,0,1,1,0,1,185,38
dog,3,female,Brown,2,1,1,1,1,1,1,Selangor,63cc8aa47,6.0,3,0,1,1,0,1,103,17
dog,2,female,Black,1,1,2,1,3,1,1,Selangor,36681d1d5,2.0,1,0,1,1,0,1,284,60
cat,2,male,Black,2,1,2,2,2,1,1,Selangor,0011d7c25,3.0,2,0,0,1,0,1,30,8
dog,5,female,Black,3,1,1,1,2,1,1,Selangor,a983562e5,1.0,4,1,0,1,1,1,440,82
dog,96,female,Golden,3,2,1,1,1,1,1,Kuala Lumpur,c32ecd5bf,4.0,1,0,0,0,0,1,234,45
cat,12,male,Black,3,3,3,3,3,1,1,Selangor,e89119f29,2.0,1,0,0,1,0,1,111,19
dog,2,male,Brown,2,2,1,1,2,1,1,Selangor,890dc359d,4.0,2,0,1,0,0,1,12,2
dog,2,mixed,Black,3,1,2,2,2,1,6,Johor,35bd82365,1.0,3,0,1,1,0,1,134,28
dog,2,female,Brown,2,2,1,2,2,1,1,Pulau Pinang,1f4a53e6c,1.0,4,1,1,1,0,1,212,36
cat,1,male,Golden,1,1,2,2,2,1,1,Johor,754240b6b,2.0,2,0,0,0,0,1,153,32
cat,1,mixed,Black,2,1,2,2,2,1,4,Selangor,8b65f9305,3.0,3,0,1,1,0,1,335,66
cat,2,male,Yellow,1,1,2,2,2,1,1,Selangor,e58fceabe,4.0,1,0,1,1,0,1,509,101
dog,1,female,Brown,2,1,2,2,2,1,1,Perak,e24a30aaa,1.0,3,0,1,1,0,1,671,128
dog,2,female,Brown,2,1,2,2,2,1,1,Selangor,adc03f8b6,2.0,1,0,1,1,0,1,443,82
cat,2,female,Gray,1,3,3,3,3,1,1,Kuala Lumpur,850875906,4.0,1,0,1,1,0,1,696,107
cat,1,female,Black,2,1,2,2,2,1,1,Selangor,4c631dbf7,3.0,1,0,1,1,0,1,391,84
cat,4,female,Brown,1,2,2,2,2,1,1,Selangor,f15a31a01,1.0,4,1,1,1,0,1,107,20
cat,1,female,White,1,2,2,2,2,1,1,Selangor,b82ec4b47,3.0,3,0,1,0,0,1,86,17
cat,2,mixed,Yellow,3,3,2,2,2,1,4,Kuala Lumpur,e86d8e932,3.0,4,1,1,0,0,1,22,3
dog,3,female,Brown,2,1,3,1,2,1,1,Kuala Lumpur,474f23a3a,9.0,3,0,1,1,0,1,217,37
cat,2,mixed,Black,2,2,1,1,2,1,2,Selangor,86da09472,3.0,1,0,1,1,0,1,425,73
dog,1,female,Cream,1,1,2,2,2,1,1,Selangor,b1170cc46,1.0,2,0,1,0,0,1,103,20
cat,4,male,Golden,2,2,1,1,2,1,1,Selangor,10400a0b8,0.0,2,0,0,1,0,0,198,43
dog,1,female,White,2,1,2,1,2,1,1,Kuala Lumpur,43cd2eb4e,1.0,3,0,1,0,0,1,84,17
cat,7,female,Gray,2,2,1,1,1,1,1,Selangor,208beeb80,3.0,2,0,1,1,0,1,652,121
cat,7,male,Gray,2,2,3,1,2,1,1,Selangor,4e991c023,10.0,3,0,1,1,0,1,714,152
cat,1,male,Golden,2,2,2,2,2,1,1,Kuala Lumpur,edfe1377f,3.0,2,0,1,1,0,1,53,9
dog,10,female,Black,2,1,1,1,1,1,1,Selangor,ee8518e4c,8.0,4,1,0,1,1,1,1732,334
dog,2,male,Black,2,1,1,1,2,1,1,Selangor,6608d48b2,4.0,2,0,1,1,0,1,649,124
dog,3,male,Black,2,1,2,1,2,1,1,Kedah,5330c4588,2.0,3,0,1,1,0,1,357,75
cat,4,male,Cream,1,2,1,1,1,1,1,Kuala Lumpur,65df826e8,3.0,2,0,0,1,0,1,114,22
dog,24,male,Brown,2,2,3,1,2,1,1,Kedah,134e12e92,2.0,3,0,1,0,0,1,282,62
cat,4,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,5e9539f73,3.0,3,0,1,1,0,1,223,44
dog,2,male,Black,2,2,2,2,2,1,1,Pulau Pinang,1a8215249,1.0,3,0,1,1,0,1,89,16
cat,2,male,Black,1,1,2,2,2,1,1,Kuala Lumpur,9619060db,3.0,1,0,1,1,0,1,81,17
cat,2,mixed,Black,2,2,2,2,2,1,15,Negeri Sembilan,f859bcecf,8.0,4,1,1,1,0,1,159,34
dog,2,male,Black,2,2,1,1,2,1,1,Kuala Lumpur,6381b1706,3.0,4,1,1,1,1,1,260,52
cat,2,male,Brown,1,1,2,1,2,1,1,Selangor,636d6a0d9,10.0,3,0,1,1,0,1,243,47
dog,4,female,Brown,2,1,1,1,2,1,1,Selangor,1a4d9f6e1,8.0,3,0,1,0,0,1,508,94
dog,6,female,Brown,2,1,1,1,2,1,1,Selangor,fc2012c7e,5.0,1,0,0,1,0,1,148,28
dog,12,male,Black,2,1,2,1,2,1,1,Johor,8e2335bf5,5.0,2,0,1,1,0,1,367,78
cat,2,female,Black,1,1,2,2,2,1,1,Selangor,0880d7f1e,5.0,2,0,1,1,0,1,306,62
dog,17,female,Black,1,1,1,1,1,1,1,Selangor,043d8c534,6.0,4,1,1,0,1,1,469,98
cat,48,male,Black,2,1,2,1,1,1,2,Selangor,e1e58cd50,6.0,2,0,1,1,0,1,968,196
cat,2,female,Black,2,2,1,1,2,1,1,Selangor,b113401e2,6.0,2,0,0,1,0,1,485,96
dog,60,female,Cream,2,1,1,1,1,2,1,Selangor,ab0bb2f5a,1.0,4,1,1,0,0,1,436,89
cat,12,male,Cream,3,2,1,1,2,1,1,Kuala Lumpur,e6f88d19d,5.0,4,1,1,0,0,1,579,124
dog,24,male,Brown,1,2,1,1,2,1,1,Selangor,4106b7290,5.0,3,0,0,0,1,1,355,73
cat,7,female,Brown,2,1,2,2,2,1,1,Kuala Lumpur,c4894fe2a,3.0,0,0,0,1,0,1,138,25
dog,12,male,Brown,3,1,1,1,1,1,1,Negeri Sembilan,b08012e7f,1.0,2,0,1,0,1,1,516,101
cat,2,male,Black,2,1,2,1,2,1,1,Selangor,227b372a2,10.0,2,0,1,1,0,1,623,114
dog,2,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,f0137d4e3,5.0,2,0,1,1,0,1,454,84
dog,2,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,79531026f,3.0,1,0,1,1,0,1,138,28
cat,0,male,Black,1,1,3,3,3,1,1,Kuala Lumpur,286ab1e93,1.0,4,1,1,0,0,1,29,6
dog,2,female,Black,1,1,2,2,2,1,1,Selangor,4195e3052,5.0,4,1,1,1,0,1,474,99
cat,5,female,White,2,1,2,1,2,1,1,Kuala Lumpur,16f2fa5c7,3.0,3,0,1,0,0,1,1221,241
cat,5,female,Cream,2,1,1,1,1,1,1,Selangor,615e51eef,3.0,4,1,1,0,0,1,289,52
cat,2,female,Black,2,1,2,1,2,1,2,Selangor,6ee33e45d,9.0,1,0,0,1,0,1,1085,212
dog,2,female,Brown,1,1,3,3,3,1,1,Selangor,9499f293e,2.0,4,1,1,0,0,1,19,3
cat,12,female,Black,2,2,2,1,1,1,1,Selangor,23df34fbc,2.0,1,0,1,1,0,1,341,65
dog,34,female,Black,2,1,1,1,1,1,1,Selangor,6cfd5f1b5,4.0,4,1,1,1,1,1,86,12
dog,2,male,Black,2,2,2,2,2,1,1,Selangor,65470d9c0,3.0,1,0,1,1,0,1,579,107
dog,24,female,Brown,2,2,3,3,1,1,20,Negeri Sembilan,f8619af42,1.0,4,1,1,0,0,1,102,19
cat,1,male,Brown,1,1,2,1,2,1,1,Selangor,d8664fb93,1.0,1,0,1,1,0,1,169,37
cat,2,mixed,Black,1,1,2,2,2,1,2,Kuala Lumpur,167fafe7b,2.0,1,0,1,1,0,1,19,3
cat,3,female,Black,1,1,2,2,2,1,1,Kuala Lumpur,a575d70f3,2.0,3,0,0,1,0,1,271,52
dog,19,male,Black,2,1,1,1,1,1,1,Terengganu,4d73d97fd,4.0,4,1,1,1,0,1,518,105
cat,3,female,Golden,3,2,2,1,2,1,1,Selangor,456908d93,7.0,3,0,0,0,1,1,593,108
dog,60,male,Cream,2,2,1,1,2,1,1,Selangor,6cafa50dd,2.0,1,0,0,0,0,1,52,8
dog,1,female,Black,2,2,2,1,1,1,1,Selangor,22c2f101e,7.0,3,0,1,1,0,1,171,28
dog,6,female,Brown,2,3,1,1,1,1,1,Selangor,37d88b689,4.0,3,0,1,1,0,1,408,74
dog,1,female,Black,3,2,1,1,2,1,1,Selangor,9d8032dd0,3.0,2,0,1,1,0,1,310,53
dog,2,mixed,Black,1,2,1,1,3,1,2,Selangor,918ae2c95,5.0,4,1,1,1,0,1,372,84
dog,3,male,Black,2,2,1,1,2,1,1,Selangor,86d02f6a8,2.0,2,0,1,1,1,1,46,6
dog,1,male,Cream,2,2,3,3,2,1,1,Selangor,b03b1a110,4.0,3,0,1,0,0,1,87,17
dog,1,mixed,Black,2,1,1,1,2,1,2,Selangor,91df1b68f,5.0,1,0,1,1,0,1,25,5
dog,7,female,Brown,2,2,3,3,1,1,1,Selangor,bdde3b5ca,5.0,3,0,0,1,0,1,162,30
cat,1,mixed,Black,2,1,2,2,2,1,2,Selangor,18ef93321,2.0,3,0,1,1,0,1,66,14
cat,2,mixed,Black,2,1,2,1,2,1,2,Selangor,465e2ee50,2.0,1,0,0,1,0,1,216,38
cat,6,female,Yellow,1,1,1,1,1,1,1,Selangor,0b74f813f,1.0,3,0,1,0,0,1,312,66
dog,2,mixed,Black,2,1,2,2,2,1,4,Kuala Lumpur,f2f8980cd,1.0,4,1,1,1,0,1,20,5
cat,4,male,Black,1,1,2,2,2,1,1,Selangor,1aa527f5a,3.0,2,0,1,1,0,1,443,87
cat,24,male,Gray,3,3,2,2,2,1,1,Kuala Lumpur,c220fd5cc,3.0,4,1,1,1,1,1,84,18
dog,3,male,Black,3,2,1,1,2,2,2,Selangor,6f46311db,9.0,1,0,1,1,0,1,303,49
dog,2,female,Brown,2,2,3,3,2,1,1,Selangor,ea3de2587,3.0,3,0,1,1,0,1,134,23
cat,2,male,Golden,2,1,2,1,2,2,2,Kuala Lumpur,15b6026b1,6.0,3,0,1,1,0,1,267,49
cat,1,male,Black,2,1,2,2,2,1,1,Kuala Lumpur,0b04b1c7a,4.0,4,1,1,1,0,1,230,51
cat,6,female,Gray,2,1,2,2,2,1,1,Selangor,2179be57e,5.0,1,0,1,1,0,1,54,10
cat,2,male,Black,1,1,2,2,2,1,1,Selangor,b1c83d13b,4.0,1,0,1,1,0,1,5663,1173
cat,11,male,Black,2,1,1,1,1,1,1,Johor,8d54c5d66,0.0,0,0,1,1,0,0,79,16
cat,2,female,Black,2,2,2,2,2,1,1,Pahang,12dd13adf,4.0,1,0,1,1,0,1,476,82
dog,2,male,Brown,2,1,2,1,1,1,1,Kuala Lumpur,e7fdf6d1c,6.0,2,0,1,0,0,1,17,3
cat,3,mixed,Black,1,2,2,2,2,1,2,Selangor,bcec3d919,5.0,1,0,1,1,0,1,150,28
cat,3,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,e1e2ecc3e,2.0,2,0,1,1,0,1,325,60
dog,1,male,Cream,1,2,2,2,2,1,1,Selangor,2f50d46b2,3.0,3,0,1,0,0,1,299,59
dog,3,male,Black,2,1,3,3,2,1,1,Selangor,b09fa9385,2.0,3,0,0,1,0,1,90,17
dog,65,female,Cream,1,1,1,1,1,1,1,Kuala Lumpur,57bf84005,1.0,2,0,0,0,0,1,140,30
dog,2,male,Black,2,1,2,2,2,1,1,Selangor,f77a6e11c,2.0,2,0,1,1,0,1,148,28
cat,2,male,Cream,1,1,3,1,2,1,1,Kuala Lumpur,f294123c1,2.0,2,0,1,1,0,1,40,7
cat,5,male,Golden,2,1,2,2,2,1,1,Selangor,d6aa1281f,4.0,2,0,1,0,0,1,97,17
cat,3,mixed,Brown,2,2,2,1,2,1,2,Selangor,7edefab1a,4.0,2,0,0,1,1,1,1103,211
dog,7,female,Black,2,1,1,1,2,1,1,Selangor,51a0d55ba,5.0,4,1,0,1,0,1,169,29
dog,1,mixed,Black,2,1,2,2,2,1,8,Kuala Lumpur,87520e2c9,3.0,2,0,1,1,0,1,187,36
cat,17,female,White,2,3,1,1,1,1,1,Selangor,ca2c00404,2.0,2,0,1,0,1,1,267,52
cat,2,female,Gray,2,2,2,2,2,1,1,Selangor,bf2b57c9d,3.0,2,0,1,1,0,1,221,34
dog,2,mixed,Black,2,2,3,3,3,1,3,Selangor,dc7dad1da,3.0,2,0,1,1,0,1,157,31
dog,32,male,White,1,3,3,3,3,1,1,Selangor,07638746f,4.0,1,0,0,0,0,1,749,156
dog,8,female,Black,2,1,1,3,1,1,1,Selangor,237343008,3.0,3,0,0,1,0,1,261,53
cat,11,female,Cream,2,2,1,1,2,1,1,Selangor,c8c71e90a,3.0,2,0,0,1,0,1,223,45
cat,12,female,Gray,1,1,1,1,1,1,1,Selangor,181f3796e,2.0,2,0,1,1,1,1,52,10
dog,7,female,Cream,2,2,1,1,1,1,1,Selangor,59a08eeec,6.0,3,0,0,1,1,1,1035,206
cat,4,male,Black,2,1,1,1,1,1,1,Selangor,56845ff26,1.0,4,1,1,1,1,1,249,43
dog,24,female,White,2,3,3,3,1,1,1,Selangor,1936c68a5,1.0,4,1,0,0,0,1,480,91
dog,12,female,Black,2,1,1,1,1,1,1,Selangor,559afad4f,7.0,4,1,1,0,0,1,453,92
dog,4,male,Black,2,2,1,1,2,1,1,Selangor,0b501f1d8,3.0,4,1,0,1,0,1,84,16
cat,5,male,Black,2,2,2,2,2,1,1,Selangor,1c69743d6,3.0,2,0,1,1,1,1,327,57
cat,6,female,Yellow,1,1,2,2,2,1,1,Johor,0edacb2ed,3.0,2,0,1,1,0,1,229,36
dog,4,male,Black,2,2,1,1,2,1,1,Negeri Sembilan,7ba9cb4a0,4.0,2,0,1,1,0,1,304,64
dog,2,male,Brown,3,2,1,1,2,1,1,Selangor,9a9707c98,5.0,3,0,0,1,0,1,59,10
cat,12,female,Gray,1,1,3,1,2,1,1,Kuala Lumpur,cc4670dac,5.0,4,1,1,0,0,1,108,21
cat,6,mixed,Black,2,1,2,2,2,1,2,Selangor,e7dca0b2b,6.0,1,0,1,1,0,1,119,19
dog,6,male,Brown,2,2,1,2,2,2,1,Pulau Pinang,87a679d31,1.0,4,1,1,0,0,1,95,19
dog,2,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,05f84991b,10.0,2,0,1,0,0,1,713,136
cat,2,female,Gray,1,1,3,1,2,1,1,Selangor,0d6696a32,5.0,2,0,1,0,0,1,353,68
dog,2,female,Cream,2,1,2,1,2,1,1,Selangor,5407c6e1a,8.0,3,0,0,0,0,1,163,29
dog,9,male,Brown,2,1,1,3,1,1,1,Kuala Lumpur,df6048227,1.0,4,1,1,0,0,1,144,30
dog,27,male,Black,2,1,1,1,1,1,1,Selangor,707b0c535,5.0,3,0,0,1,0,1,1138,229
cat,112,male,Black,1,1,2,2,2,1,1,Kuala Lumpur,e3b589e13,5.0,0,0,1,1,0,1,263,53
cat,1,female,Black,2,1,2,1,2,1,1,Selangor,596d623f9,6.0,3,0,0,1,0,1,923,169
dog,24,male,Brown,2,2,1,1,3,1,1,Kuala Lumpur,5dff15fc4,2.0,4,1,1,0,0,1,571,107
cat,11,female,Brown,1,1,1,1,1,1,1,Selangor,eb7804aa7,5.0,2,0,1,1,0,1,343,69
cat,2,female,Black,2,2,2,1,2,1,1,Selangor,940b0ad69,6.0,1,0,0,1,1,1,818,155
cat,4,male,Gray,2,2,2,2,2,1,1,Kuala Lumpur,549273935,0.0,1,0,1,1,0,0,73,14
cat,2,male,Yellow,2,1,1,1,2,1,1,Johor,32618b795,2.0,4,1,1,1,0,1,699,148
dog,132,female,Brown,2,2,1,1,1,1,1,Selangor,a36e3c034,4.0,3,0,0,1,0,1,385,77
cat,3,female,Black,2,2,2,1,3,1,1,Kuala Lumpur,4ad983a9d,3.0,4,1,0,1,1,1,382,80
dog,7,male,Black,2,1,1,1,3,1,1,Perak,2fa8b64b1,4.0,1,0,1,1,0,1,209,43
cat,6,female,Yellow,1,3,2,1,2,1,1,Kuala Lumpur,88b992d13,4.0,1,0,1,0,1,1,960,197
cat,60,female,Brown,3,3,1,1,1,1,1,Terengganu,166345ac8,2.0,4,1,0,1,0,1,72,12
cat,1,male,Black,2,1,2,1,2,1,1,Selangor,6ac437438,6.0,2,0,1,1,1,1,1104,208
dog,1,female,Brown,2,1,2,2,2,1,1,Selangor,132a28bc9,5.0,2,0,1,0,0,1,33,6
cat,1,female,Brown,1,1,2,1,3,1,1,Selangor,b9d0281a1,3.0,0,0,1,1,1,1,381,60
cat,7,female,Black,2,1,2,1,2,1,1,Selangor,57cd5663c,2.0,1,0,1,1,0,1,184,39
dog,2,male,Black,2,1,1,1,3,1,1,Kuala Lumpur,93cdb10e6,2.0,4,1,1,0,0,1,314,65
dog,2,female,Cream,2,2,1,1,2,1,1,Selangor,1696809dd,2.0,1,0,1,0,0,1,12,2
cat,2,male,Golden,2,1,1,1,1,1,1,Selangor,e3dbfe4c0,8.0,3,0,1,0,0,1,340,72
cat,2,mixed,Black,2,1,2,2,2,1,5,Selangor,d41f2a466,8.0,0,0,0,1,0,1,430,93
dog,24,female,Golden,2,1,1,1,1,1,1,Kuala Lumpur,9981290b2,3.0,4,1,1,0,0,1,409,81
dog,2,female,Brown,2,1,2,2,2,1,1,Selangor,43fe381b3,10.0,3,0,1,0,0,1,803,151
dog,3,male,Brown,2,1,1,1,2,1,1,Kuala Lumpur,b66a74309,1.0,4,1,1,0,0,1,34,6
dog,2,male,Brown,2,2,1,1,2,1,1,Selangor,deb43659b,4.0,1,0,1,1,0,1,12,2
dog,8,female,Brown,2,2,2,1,2,1,1,Perak,d33840dfa,2.0,4,1,1,1,0,1,198,37
dog,2,female,Brown,3,1,1,1,2,1,1,Selangor,b0dc1d4f0,8.0,1,0,1,1,0,1,303,49
dog,2,female,Black,2,2,2,2,2,1,1,Kuala Lumpur,8e8779496,3.0,0,0,0,0,0,1,98,16
dog,11,female,Golden,3,2,1,1,2,1,1,Selangor,013527aeb,1.0,1,0,0,1,0,1,500,106
cat,12,male,Black,2,1,2,1,2,1,1,Selangor,15f62e911,1.0,4,1,0,1,0,1,8,1
cat,3,female,Black,2,1,2,1,2,1,1,Selangor,4fc7557be,5.0,1,0,1,1,1,1,222,41
dog,1,male,Black,2,1,2,2,2,1,1,Pulau Pinang,05f00d521,1.0,2,0,1,0,0,1,129,23
cat,1,male,Black,1,1,2,2,2,1,1,Pahang,d3dbf1e95,2.0,1,0,1,1,0,1,66,11
dog,3,female,Brown,2,1,2,1,2,1,1,Pulau Pinang,46539f4bf,3.0,2,0,1,1,0,1,212,40
dog,2,female,Brown,2,1,1,1,2,1,1,Selangor,8229b256e,4.0,3,0,1,0,0,1,332,70
cat,4,female,Yellow,2,2,1,1,2,1,1,Johor,4e2440e26,7.0,4,1,1,1,1,1,1615,267
dog,4,mixed,Black,1,1,1,1,2,1,3,Melaka,ff0b61121,3.0,4,1,1,1,0,1,419,82
dog,72,male,Yellow,3,2,1,1,1,1,1,Selangor,118c1147c,1.0,4,1,1,0,1,1,8,2
dog,4,female,Black,2,1,1,1,2,1,1,Selangor,047514286,10.0,4,1,1,1,1,1,883,174
cat,1,male,Black,2,1,2,2,2,1,1,Kuala Lumpur,b05231f8c,1.0,3,0,1,1,0,1,83,16
dog,7,female,Brown,2,2,1,1,2,1,1,Selangor,49d4a0adf,4.0,4,1,1,0,0,1,111,18
dog,2,male,Black,2,2,2,2,2,1,1,Selangor,e99eda1f6,3.0,4,1,1,1,0,1,182,33
dog,72,male,Black,2,2,1,1,3,2,1,Selangor,249540f2d,2.0,2,0,0,0,0,1,509,106
dog,9,female,Black,2,1,1,1,1,1,1,Selangor,74cd0ff66,2.0,3,0,0,1,0,1,234,46
dog,1,female,Brown,1,1,2,2,2,1,1,Selangor,0d7247d3e,3.0,1,0,1,0,0,1,166,32
dog,21,female,Brown,2,1,1,1,1,1,1,Selangor,e133ab2f1,4.0,4,1,1,0,0,1,216,42
cat,7,male,Golden,3,3,1,2,2,1,1,Kuala Lumpur,ca21c4266,4.0,1,0,0,1,1,1,680,109
cat,2,male,Brown,1,1,2,1,2,2,1,Selangor,eea123bb1,1.0,2,0,1,0,0,1,142,28
dog,2,male,Black,2,2,2,1,2,1,1,Selangor,01f976ec9,5.0,1,0,0,1,1,1,182,34
cat,4,male,Black,2,2,2,2,2,1,1,Selangor,6f3e70321,3.0,2,0,0,1,0,1,542,106
dog,4,female,Brown,1,1,2,2,2,2,2,Selangor,2a5e70892,4.0,4,1,1,0,0,1,368,71
cat,6,male,Brown,2,1,2,2,2,1,2,Kuala Lumpur,86e49d18d,4.0,4,1,1,1,0,1,187,33
dog,1,mixed,Brown,1,1,2,2,2,1,5,Selangor,60a36cab1,0.0,4,1,1,0,0,0,192,37
dog,2,male,Cream,2,1,2,2,2,1,1,Kuala Lumpur,23bf0ed46,3.0,3,0,1,1,0,1,97,18
dog,2,female,Cream,1,1,2,2,2,1,1,Negeri Sembilan,321d04634,3.0,4,1,1,0,0,1,97,17
cat,2,mixed,Black,2,1,2,1,2,1,3,Selangor,ae19ab91d,3.0,2,0,1,1,0,1,212,40
dog,3,female,Black,2,1,1,1,2,1,3,Kuala Lumpur,40501d365,1.0,3,0,1,1,0,1,1821,364
cat,12,male,White,2,1,1,1,2,1,1,Kuala Lumpur,d92d4242a,2.0,4,1,1,0,0,1,341,74
dog,2,female,Brown,2,2,1,1,2,1,1,Selangor,15f89f939,5.0,2,0,0,0,0,1,236,45
cat,2,female,Black,1,1,2,2,2,1,1,Pulau Pinang,f4212d640,10.0,2,0,1,1,0,1,151,29
dog,72,mixed,Black,2,1,3,3,1,1,2,Selangor,2c4089e4f,4.0,3,0,1,1,0,1,619,128
cat,1,mixed,Black,2,2,2,2,2,1,4,Kuala Lumpur,3c2324232,9.0,1,0,1,1,0,1,19,3
dog,3,male,Black,2,2,2,1,2,1,1,Johor,0f78e05ef,1.0,1,0,1,0,0,1,133,29
cat,13,female,Golden,2,2,1,1,1,1,1,Selangor,1e759fed0,4.0,4,1,1,1,0,1,264,53
cat,2,male,Yellow,2,1,2,1,2,1,1,Kuala Lumpur,94b587221,9.0,2,0,1,0,0,1,391,80
dog,36,male,Black,1,2,1,1,2,1,1,Johor,79ec57bd7,0.0,4,1,0,1,0,0,46,8
cat,2,mixed,Yellow,2,1,2,2,2,1,5,Selangor,5bc5b2ced,3.0,4,1,1,1,0,1,240,52
dog,76,mixed,Black,2,1,1,1,2,1,2,Selangor,67be298a7,3.0,4,1,1,1,0,1,227,45
cat,7,male,Gray,2,3,2,1,2,1,1,Selangor,32acc8a7a,3.0,3,0,0,1,0,1,864,172
dog,2,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,4d98e5623,2.0,3,0,1,1,0,1,151,27
cat,9,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,0936ce7b4,2.0,2,0,1,0,0,1,263,57
dog,3,female,Brown,2,1,1,1,2,1,1,Selangor,6c324e80a,7.0,3,0,1,0,0,1,333,62
dog,3,female,Brown,2,1,1,1,2,1,1,Selangor,b69d479cf,2.0,3,0,0,0,0,1,250,50
dog,4,female,Brown,2,1,2,1,1,1,1,Kuala Lumpur,5ee5f72b8,10.0,2,0,1,1,0,1,55,8
dog,12,female,White,2,1,3,3,3,1,1,Selangor,3f42bd15e,3.0,4,1,1,0,0,1,370,73
dog,1,female,Black,1,1,2,1,2,1,1,Selangor,beb0f98f7,1.0,3,0,1,1,0,1,289,55
dog,16,female,Brown,2,1,1,1,1,1,1,Selangor,cbd703fb6,1.0,4,1,0,1,1,1,534,88
dog,1,male,Black,2,1,1,1,2,1,1,Selangor,5550a68dc,5.0,4,1,1,1,0,1,84,18
dog,1,female,Black,2,1,3,3,2,1,1,Selangor,91bab29e9,4.0,3,0,0,1,0,1,118,20
dog,2,female,Brown,2,2,3,3,2,1,1,Selangor,755abaa79,1.0,2,0,1,1,0,1,105,18
cat,67,male,Gray,2,2,1,1,1,1,1,Selangor,c2b16f8ae,1.0,2,0,0,0,0,1,437,82
dog,2,female,Brown,2,2,1,1,1,1,1,Selangor,28a0ae4fe,10.0,4,1,1,1,0,1,243,43
dog,36,female,Black,1,3,1,1,1,1,1,Selangor,9ab7e48e8,1.0,2,0,0,1,0,1,156,31
cat,2,female,Brown,2,2,2,2,2,1,2,Selangor,a572b746b,6.0,2,0,1,1,0,1,408,78
dog,3,male,Brown,2,2,2,1,2,1,1,Selangor,c6f39e0e4,3.0,2,0,0,1,0,1,210,37
cat,0,male,Brown,1,2,3,3,3,2,1,Kuala Lumpur,09ffe1d02,1.0,4,1,1,1,0,1,312,57
cat,12,female,Black,2,1,1,1,1,1,1,Kuala Lumpur,89f28de34,2.0,4,1,1,1,0,1,58,11
dog,6,male,Cream,2,2,1,1,2,1,1,Pulau Pinang,973278f56,2.0,4,1,0,1,1,1,113,20
cat,3,male,Black,1,2,2,1,2,1,2,Pulau Pinang,db10909d5,2.0,2,0,1,1,0,1,28,5
dog,5,female,Brown,2,2,3,1,2,1,1,Kuala Lumpur,50d2b5839,7.0,3,0,1,0,0,1,367,71
dog,2,female,Black,2,1,3,3,3,1,2,Selangor,c12ae3214,5.0,2,0,1,1,0,1,551,103
dog,37,male,Black,3,1,1,1,1,1,1,Selangor,cb0c04621,2.0,1,0,0,1,1,1,893,195
dog,6,female,Black,2,1,1,1,2,1,2,Kuala Lumpur,47163bb58,1.0,4,1,1,1,0,1,53,11
